ID,Instancia,Método,Parámetro,T. ejecución,T. construcción,T. mejora,V. total,V. solapamiento,V. 8h,V. 6h,V. tiempo muerto,V. créditos
1624998304590,t3.123.33,first,1,86,13,73,24,24,0,0,0,0
1624998304703,t3.123.33,first,1,87,14,73,24,24,0,0,0,0
1624998304820,t3.123.33,first,1,89,18,71,24,24,0,0,0,0
1624998304911,t3.123.33,first,1,90,17,73,24,24,0,0,0,0
1624998305002,t3.123.33,first,1,86,15,71,24,24,0,0,0,0
1624998305132,t3.123.33,first,1,87,15,72,24,24,0,0,0,0
1624998305249,t3.123.33,first,1,88,16,72,24,24,0,0,0,0
1624998305381,t3.123.33,first,1,88,14,74,24,24,0,0,0,0
1624998305496,t3.123.33,first,1,88,14,74,24,24,0,0,0,0
1624998305608,t3.123.33,first,1,76,14,62,24,24,0,0,0,0
1624998305704,t3.123.33,first,1,85,16,69,24,24,0,0,0,0
1624998305820,t3.123.33,first,1,84,15,69,24,24,0,0,0,0
1624998305920,t3.123.33,first,1,85,15,70,24,24,0,0,0,0
1624998306037,t3.123.33,first,1,88,16,72,24,24,0,0,0,0
1624998306142,t3.123.33,first,1,82,21,61,24,24,0,0,0,0
1624998306236,t3.123.33,first,1,84,16,68,24,24,0,0,0,0
1624998306336,t3.123.33,first,1,87,16,71,24,24,0,0,0,0
1624998306454,t3.123.33,first,1,84,26,58,24,24,0,0,0,0
1624998306553,t3.123.33,first,1,87,0,87,24,24,0,0,0,0
1624998306672,t3.123.33,first,1,84,0,84,24,24,0,0,0,0
1624998306786,t3.123.33,first,1,101,16,85,24,24,0,0,0,0
1624998306903,t3.123.33,first,1,84,16,68,24,24,0,0,0,0
1624998306987,t3.123.33,first,1,82,24,58,24,24,0,0,0,0
1624998307084,t3.123.33,first,1,99,16,83,24,24,0,0,0,0
1624998307201,t3.123.33,first,1,87,4,83,24,24,0,0,0,0
1624998307319,t3.123.33,first,1,100,33,67,24,24,0,0,0,0
1624998307451,t3.123.33,first,1,87,0,87,24,24,0,0,0,0
1624998307571,t3.123.33,first,1,83,16,67,24,24,0,0,0,0
1624998307669,t3.123.33,first,1,84,0,84,24,24,0,0,0,0
1624998307820,t3.123.33,first,1,84,16,68,24,24,0,0,0,0
1624998307919,t3.123.33,first,1,100,15,85,24,24,0,0,0,0
1624998308051,t3.123.33,first,1,85,24,61,24,24,0,0,0,0
1624998308152,t3.123.33,first,1,87,17,70,24,24,0,0,0,0
1624998308286,t3.123.33,first,1,85,15,70,24,24,0,0,0,0
1624998308403,t3.123.33,first,1,86,16,70,24,24,0,0,0,0
1624998308520,t3.123.33,first,1,97,27,70,24,24,0,0,0,0
1624998308617,t3.123.33,first,1,86,0,86,24,24,0,0,0,0
1624998308735,t3.123.33,first,1,80,12,68,24,24,0,0,0,0
1624998308870,t3.123.33,first,1,102,16,86,24,24,0,0,0,0
1624998309034,t3.123.33,first,1,101,30,71,24,24,0,0,0,0
1624998309151,t3.123.33,first,1,88,0,88,24,24,0,0,0,0
1624998309286,t3.123.33,first,1,83,0,83,24,24,0,0,0,0
1624998309369,t3.123.33,first,1,88,0,88,24,24,0,0,0,0
1624998309519,t3.123.33,first,1,84,0,84,24,24,0,0,0,0
1624998309634,t3.123.33,first,1,84,22,62,24,24,0,0,0,0
1624998309734,t3.123.33,first,1,88,19,69,24,24,0,0,0,0
1624998309869,t3.123.33,first,1,85,15,70,24,24,0,0,0,0
1624998309986,t3.123.33,first,1,99,34,65,24,24,0,0,0,0
1624998310100,t3.123.33,first,1,101,16,85,24,24,0,0,0,0
1624998310217,t3.123.33,first,1,99,24,75,24,24,0,0,0,0
1624998310316,t3.123.33,first,1,103,32,71,24,24,0,0,0,0
1624998310450,t3.123.33,first,1,102,16,86,24,24,0,0,0,0
1624998310583,t3.123.33,first,1,87,16,71,24,24,0,0,0,0
1624998310700,t3.123.33,first,1,86,17,69,24,24,0,0,0,0
1624998310818,t3.123.33,first,1,96,16,80,24,24,0,0,0,0
1624998310946,t3.123.33,first,1,97,32,65,24,24,0,0,0,0
1624998311050,t3.123.33,first,1,87,16,71,24,24,0,0,0,0
1624998311152,t3.123.33,first,1,100,28,72,24,24,0,0,0,0
1624998311283,t3.123.33,first,1,84,15,69,24,24,0,0,0,0
1624998311367,t3.123.33,first,1,85,21,64,24,24,0,0,0,0
1624998311468,t3.123.33,first,1,100,16,84,24,24,0,0,0,0
1624998311584,t3.123.33,first,1,100,30,70,24,24,0,0,0,0
1624998311699,t3.123.33,first,1,92,0,92,24,24,0,0,0,0
1624998311825,t3.123.33,first,1,104,30,74,24,24,0,0,0,0
1624998311988,t3.123.33,first,1,90,16,74,24,24,0,0,0,0
1624998312169,t3.123.33,first,1,77,0,77,24,24,0,0,0,0
1624998312449,t3.123.33,first,1,84,0,84,24,24,0,0,0,0
1624998312533,t3.123.33,first,1,85,18,67,24,24,0,0,0,0
1624998312884,t3.123.33,first,1,98,16,82,24,24,0,0,0,0
1624998313682,t3.123.33,first,1,76,17,59,24,24,0,0,0,0
1624998314183,t3.123.33,first,1,91,15,76,24,24,0,0,0,0
1624998314399,t3.123.33,first,1,82,15,67,24,24,0,0,0,0
1624998314982,t3.123.33,first,1,73,14,59,24,24,0,0,0,0
1624998315200,t3.123.33,first,1,87,0,87,24,24,0,0,0,0
1624998315584,t3.123.33,first,1,90,18,72,24,24,0,0,0,0
1624998315676,t3.123.33,first,1,97,15,82,24,24,0,0,0,0
1624998316032,t3.123.33,first,1,92,15,77,24,24,0,0,0,0
1624998316466,t3.123.33,first,1,82,0,82,24,24,0,0,0,0
1624998317082,t3.123.33,first,1,76,15,61,24,24,0,0,0,0
1624998317348,t3.123.33,first,1,99,15,84,24,24,0,0,0,0
1624998317792,t3.123.33,first,1,86,23,63,24,24,0,0,0,0
1624998317980,t3.123.33,first,1,85,16,69,24,24,0,0,0,0
1624998318065,t3.123.33,first,1,93,15,78,24,24,0,0,0,0
1624998318614,t3.123.33,first,1,72,0,72,24,24,0,0,0,0
1624998319063,t3.123.33,first,1,86,0,86,24,24,0,0,0,0
1624998319430,t3.123.33,first,1,85,16,69,24,24,0,0,0,0
1624998319515,t3.123.33,first,1,87,16,71,24,24,0,0,0,0
1624998319664,t3.123.33,first,1,102,31,71,24,24,0,0,0,0
